ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-02-07-34.seg7.3	ParlaMint-IS_2022-02-07-34.u6	s	English	Positive	mixed positive	3.516	1	5	7	0	
ParlaMint-IS_2022-02-07-34.seg7.4	ParlaMint-IS_2022-02-07-34.u6	s	English	Positive	mixed positive	3.560	1	18	19	0	
ParlaMint-IS_2022-02-07-34.seg7.5	ParlaMint-IS_2022-02-07-34.u6	s	English	Neutral	neutral positive	2.959	1	16	18	0	
ParlaMint-IS_2022-02-07-34.seg7.6	ParlaMint-IS_2022-02-07-34.u6	s	English	Neutral	neutral positive	2.707	1	12	13	0	
ParlaMint-IS_2022-02-07-34.seg7.7	ParlaMint-IS_2022-02-07-34.u6	s	English	Neutral	neutral positive	2.842	1	32	35	0	
ParlaMint-IS_2022-02-07-34.u7	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	6	234	258	2	
ParlaMint-IS_2022-02-07-34.seg8.1	ParlaMint-IS_2022-02-07-34.u7	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg8.2	ParlaMint-IS_2022-02-07-34.u7	s	English	Positive	mixed positive	3.736	1	26	31	1	
ParlaMint-IS_2022-02-07-34.seg8.3	ParlaMint-IS_2022-02-07-34.u7	s	English	Neutral	neutral negative	1.830	1	63	68	0	
ParlaMint-IS_2022-02-07-34.seg9.1	ParlaMint-IS_2022-02-07-34.u7	s	English	Neutral	neutral positive	3.446	1	61	67	0	
ParlaMint-IS_2022-02-07-34.seg9.2	ParlaMint-IS_2022-02-07-34.u7	s	English	Positive	positive	4.902	1	10	12	1	
ParlaMint-IS_2022-02-07-34.seg9.3	ParlaMint-IS_2022-02-07-34.u7	s	English	Neutral	neutral positive	2.972	1	71	76	0	
ParlaMint-IS_2022-02-07-34.u8	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	10	202	226	0	
ParlaMint-IS_2022-02-07-34.seg10.1	ParlaMint-IS_2022-02-07-34.u8	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-02-07-34.seg10.2	ParlaMint-IS_2022-02-07-34.u8	s	English	Positive	positive	4.750	1	5	6	0	
ParlaMint-IS_2022-02-07-34.seg10.3	ParlaMint-IS_2022-02-07-34.u8	s	English	Negative	negative	0.281	1	19	21	0	
ParlaMint-IS_2022-02-07-34.seg10.4	ParlaMint-IS_2022-02-07-34.u8	s	English	Negative	negative	0.319	1	51	56	0	
ParlaMint-IS_2022-02-07-34.seg10.5	ParlaMint-IS_2022-02-07-34.u8	s	English	Negative	mixed negative	0.537	1	19	21	0	
ParlaMint-IS_2022-02-07-34.seg10.6	ParlaMint-IS_2022-02-07-34.u8	s	English	Negative	mixed negative	0.907	1	25	28	0	
ParlaMint-IS_2022-02-07-34.seg10.7	ParlaMint-IS_2022-02-07-34.u8	s	English	Neutral	neutral positive	2.819	1	5	6	0	
ParlaMint-IS_2022-02-07-34.seg11.1	ParlaMint-IS_2022-02-07-34.u8	s	English	Neutral	neutral negative	1.939	1	21	23	0	
ParlaMint-IS_2022-02-07-34.seg11.2	ParlaMint-IS_2022-02-07-34.u8	s	English	Negative	mixed negative	0.615	1	40	45	0	
ParlaMint-IS_2022-02-07-34.seg11.3	ParlaMint-IS_2022-02-07-34.u8	s	English	Neutral	neutral positive	2.651	1	15	17	0	
ParlaMint-IS_2022-02-07-34.u9	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	4	103	115	1	
ParlaMint-IS_2022-02-07-34.seg12.1	ParlaMint-IS_2022-02-07-34.u9	s	English	Positive	positive	4.905	1	16	20	0	
ParlaMint-IS_2022-02-07-34.seg12.2	ParlaMint-IS_2022-02-07-34.u9	s	English	Neutral	neutral positive	3.053	1	22	25	0	
ParlaMint-IS_2022-02-07-34.seg12.3	ParlaMint-IS_2022-02-07-34.u9	s	English	Positive	mixed positive	3.905	1	12	13	0	
ParlaMint-IS_2022-02-07-34.seg12.4	ParlaMint-IS_2022-02-07-34.u9	s	English	Neutral	neutral negative	1.991	1	53	57	1	
ParlaMint-IS_2022-02-07-34.u10	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	7	133	152	0	
ParlaMint-IS_2022-02-07-34.seg13.1	ParlaMint-IS_2022-02-07-34.u10	s	English	Neutral	neutral positive	3.179	1	2	3	0	
ParlaMint-IS_2022-02-07-34.seg13.2	ParlaMint-IS_2022-02-07-34.u10	s	English	Neutral	neutral positive	3.392	1	34	39	0	
ParlaMint-IS_2022-02-07-34.seg13.3	ParlaMint-IS_2022-02-07-34.u10	s	English	Neutral	neutral positive	2.972	1	10	11	0	
ParlaMint-IS_2022-02-07-34.seg13.4	ParlaMint-IS_2022-02-07-34.u10	s	English	Negative	negative	0.143	1	28	31	0	
ParlaMint-IS_2022-02-07-34.seg13.5	ParlaMint-IS_2022-02-07-34.u10	s	English	Neutral	neutral negative	2.469	1	20	22	0	
ParlaMint-IS_2022-02-07-34.seg13.6	ParlaMint-IS_2022-02-07-34.u10	s	English	Neutral	neutral negative	1.964	1	19	25	0	
ParlaMint-IS_2022-02-07-34.seg13.7	ParlaMint-IS_2022-02-07-34.u10	s	English	Neutral	neutral positive	2.803	1	20	21	0	
ParlaMint-IS_2022-02-07-34.u11	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	13	253	285	1	
ParlaMint-IS_2022-02-07-34.seg14.1	ParlaMint-IS_2022-02-07-34.u11	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg14.2	ParlaMint-IS_2022-02-07-34.u11	s	English	Positive	mixed positive	4.116	1	7	9	0	
ParlaMint-IS_2022-02-07-34.seg14.3	ParlaMint-IS_2022-02-07-34.u11	s	English	Neutral	neutral negative	2.143	1	17	21	0	
ParlaMint-IS_2022-02-07-34.seg14.4	ParlaMint-IS_2022-02-07-34.u11	s	English	Negative	mixed negative	0.832	1	19	21	0	
ParlaMint-IS_2022-02-07-34.seg14.5	ParlaMint-IS_2022-02-07-34.u11	s	English	Positive	positive	4.834	1	25	28	0	
ParlaMint-IS_2022-02-07-34.seg14.6	ParlaMint-IS_2022-02-07-34.u11	s	English	Neutral	neutral positive	3.156	1	15	18	0	
ParlaMint-IS_2022-02-07-34.seg14.7	ParlaMint-IS_2022-02-07-34.u11	s	English	Negative	mixed negative	1.117	1	32	35	1	
ParlaMint-IS_2022-02-07-34.seg14.8	ParlaMint-IS_2022-02-07-34.u11	s	English	Positive	mixed positive	3.908	1	41	44	0	
ParlaMint-IS_2022-02-07-34.seg14.9	ParlaMint-IS_2022-02-07-34.u11	s	English	Positive	mixed positive	3.694	1	40	45	0	
ParlaMint-IS_2022-02-07-34.seg14.10	ParlaMint-IS_2022-02-07-34.u11	s	English	Neutral	neutral positive	3.244	1	7	8	0	
ParlaMint-IS_2022-02-07-34.seg14.11	ParlaMint-IS_2022-02-07-34.u11	s	English	Positive	mixed positive	4.034	1	25	28	0	
ParlaMint-IS_2022-02-07-34.seg14.12	ParlaMint-IS_2022-02-07-34.u11	s	English	Neutral	neutral negative	1.950	1	9	10	0	
ParlaMint-IS_2022-02-07-34.seg14.13	ParlaMint-IS_2022-02-07-34.u11	s	English	Neutral	neutral positive	2.545	1	13	14	0	
ParlaMint-IS_2022-02-07-34.u12	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	9	197	216	2	
ParlaMint-IS_2022-02-07-34.seg15.1	ParlaMint-IS_2022-02-07-34.u12	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg15.2	ParlaMint-IS_2022-02-07-34.u12	s	English	Negative	negative	0.205	1	30	31	1	
ParlaMint-IS_2022-02-07-34.seg15.3	ParlaMint-IS_2022-02-07-34.u12	s	English	Neutral	neutral negative	1.538	1	25	28	1	
ParlaMint-IS_2022-02-07-34.seg15.4	ParlaMint-IS_2022-02-07-34.u12	s	English	Neutral	neutral negative	2.466	1	15	17	0	
ParlaMint-IS_2022-02-07-34.seg15.5	ParlaMint-IS_2022-02-07-34.u12	s	English	Negative	negative	0.288	1	22	26	0	
ParlaMint-IS_2022-02-07-34.seg15.6	ParlaMint-IS_2022-02-07-34.u12	s	English	Positive	positive	4.597	1	15	16	0	
ParlaMint-IS_2022-02-07-34.seg16.1	ParlaMint-IS_2022-02-07-34.u12	s	English	Negative	negative	0.252	1	20	21	0	
ParlaMint-IS_2022-02-07-34.seg16.2	ParlaMint-IS_2022-02-07-34.u12	s	English	Neutral	neutral negative	2.285	1	33	36	0	
ParlaMint-IS_2022-02-07-34.seg16.3	ParlaMint-IS_2022-02-07-34.u12	s	English	Neutral	neutral positive	2.768	1	34	37	0	
ParlaMint-IS_2022-02-07-34.u13	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	10	210	237	0	
ParlaMint-IS_2022-02-07-34.seg17.1	ParlaMint-IS_2022-02-07-34.u13	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg17.2	ParlaMint-IS_2022-02-07-34.u13	s	English	Negative	negative	0.244	1	27	31	0	
ParlaMint-IS_2022-02-07-34.seg17.3	ParlaMint-IS_2022-02-07-34.u13	s	English	Negative	mixed negative	0.602	1	16	18	0	
ParlaMint-IS_2022-02-07-34.seg17.4	ParlaMint-IS_2022-02-07-34.u13	s	English	Positive	positive	4.552	1	33	36	0	
ParlaMint-IS_2022-02-07-34.seg17.5	ParlaMint-IS_2022-02-07-34.u13	s	English	Neutral	neutral positive	2.900	1	9	11	0	
ParlaMint-IS_2022-02-07-34.seg17.6	ParlaMint-IS_2022-02-07-34.u13	s	English	Neutral	neutral positive	3.372	1	14	17	0	
ParlaMint-IS_2022-02-07-34.seg17.7	ParlaMint-IS_2022-02-07-34.u13	s	English	Positive	positive	4.815	1	41	48	0	
ParlaMint-IS_2022-02-07-34.seg17.8	ParlaMint-IS_2022-02-07-34.u13	s	English	Neutral	neutral negative	2.371	1	31	33	0	
ParlaMint-IS_2022-02-07-34.seg17.9	ParlaMint-IS_2022-02-07-34.u13	s	English	Positive	mixed positive	4.029	1	11	12	0	
ParlaMint-IS_2022-02-07-34.seg17.10	ParlaMint-IS_2022-02-07-34.u13	s	English	Positive	mixed positive	3.612	1	25	27	0	
ParlaMint-IS_2022-02-07-34.u14	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	11	293	332	4	
ParlaMint-IS_2022-02-07-34.seg18.1	ParlaMint-IS_2022-02-07-34.u14	s	English	Neutral	neutral positive	3.201	1	1	2	0	
ParlaMint-IS_2022-02-07-34.seg18.2	ParlaMint-IS_2022-02-07-34.u14	s	English	Neutral	neutral negative	2.394	1	44	50	3	
ParlaMint-IS_2022-02-07-34.seg18.3	ParlaMint-IS_2022-02-07-34.u14	s	English	Neutral	neutral positive	3.129	1	35	38	0	
ParlaMint-IS_2022-02-07-34.seg19.1	ParlaMint-IS_2022-02-07-34.u14	s	English	Neutral	neutral negative	2.244	1	55	59	0	
ParlaMint-IS_2022-02-07-34.seg20.1	ParlaMint-IS_2022-02-07-34.u14	s	English	Neutral	neutral positive	2.579	1	58	67	0	
ParlaMint-IS_2022-02-07-34.seg21.1	ParlaMint-IS_2022-02-07-34.u14	s	English	Neutral	neutral positive	2.904	1	17	20	0	
ParlaMint-IS_2022-02-07-34.seg21.2	ParlaMint-IS_2022-02-07-34.u14	s	English	Positive	positive	4.716	1	11	12	0	
ParlaMint-IS_2022-02-07-34.seg21.3	ParlaMint-IS_2022-02-07-34.u14	s	English	Positive	positive	4.577	1	21	23	0	
ParlaMint-IS_2022-02-07-34.seg21.4	ParlaMint-IS_2022-02-07-34.u14	s	English	Negative	mixed negative	0.519	1	27	32	0	
ParlaMint-IS_2022-02-07-34.seg21.5	ParlaMint-IS_2022-02-07-34.u14	s	English	Neutral	neutral negative	2.489	1	15	18	1	
ParlaMint-IS_2022-02-07-34.seg21.6	ParlaMint-IS_2022-02-07-34.u14	s	English	Neutral	neutral negative	2.240	1	9	11	0	
ParlaMint-IS_2022-02-07-34.u15	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	11	245	273	1	
ParlaMint-IS_2022-02-07-34.seg22.1	ParlaMint-IS_2022-02-07-34.u15	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg22.2	ParlaMint-IS_2022-02-07-34.u15	s	English	Positive	positive	4.532	1	12	14	0	
ParlaMint-IS_2022-02-07-34.seg22.3	ParlaMint-IS_2022-02-07-34.u15	s	English	Neutral	neutral positive	3.395	1	48	55	0	
ParlaMint-IS_2022-02-07-34.seg22.4	ParlaMint-IS_2022-02-07-34.u15	s	English	Negative	mixed negative	1.054	1	15	17	0	
ParlaMint-IS_2022-02-07-34.seg22.5	ParlaMint-IS_2022-02-07-34.u15	s	English	Neutral	neutral negative	2.433	1	25	28	1	
ParlaMint-IS_2022-02-07-34.seg22.6	ParlaMint-IS_2022-02-07-34.u15	s	English	Neutral	neutral positive	2.600	1	22	25	0	
ParlaMint-IS_2022-02-07-34.seg22.7	ParlaMint-IS_2022-02-07-34.u15	s	English	Neutral	neutral negative	2.050	1	13	14	0	
ParlaMint-IS_2022-02-07-34.seg22.8	ParlaMint-IS_2022-02-07-34.u15	s	English	Negative	negative	0.457	1	30	33	0	
ParlaMint-IS_2022-02-07-34.seg22.9	ParlaMint-IS_2022-02-07-34.u15	s	English	Neutral	neutral positive	2.992	1	10	11	0	
ParlaMint-IS_2022-02-07-34.seg22.10	ParlaMint-IS_2022-02-07-34.u15	s	English	Positive	mixed positive	3.868	1	39	41	0	
ParlaMint-IS_2022-02-07-34.seg22.11	ParlaMint-IS_2022-02-07-34.u15	s	English	Neutral	neutral negative	1.763	1	28	31	0	
ParlaMint-IS_2022-02-07-34.u16	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	12	209	264	2	
ParlaMint-IS_2022-02-07-34.seg23.1	ParlaMint-IS_2022-02-07-34.u16	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg23.2	ParlaMint-IS_2022-02-07-34.u16	s	English	Positive	mixed positive	4.239	1	37	71	0	
ParlaMint-IS_2022-02-07-34.seg23.3	ParlaMint-IS_2022-02-07-34.u16	s	English	Negative	negative	0.459	1	17	20	0	
ParlaMint-IS_2022-02-07-34.seg23.4	ParlaMint-IS_2022-02-07-34.u16	s	English	Neutral	neutral positive	3.424	1	6	7	0	
ParlaMint-IS_2022-02-07-34.seg23.5	ParlaMint-IS_2022-02-07-34.u16	s	English	Neutral	neutral positive	3.373	1	7	8	0	
ParlaMint-IS_2022-02-07-34.seg23.6	ParlaMint-IS_2022-02-07-34.u16	s	English	Positive	positive	5.027	1	28	29	0	
ParlaMint-IS_2022-02-07-34.seg23.7	ParlaMint-IS_2022-02-07-34.u16	s	English	Positive	positive	4.994	1	23	26	0	
ParlaMint-IS_2022-02-07-34.seg23.8	ParlaMint-IS_2022-02-07-34.u16	s	English	Positive	mixed positive	4.417	1	10	11	0	
ParlaMint-IS_2022-02-07-34.seg23.9	ParlaMint-IS_2022-02-07-34.u16	s	English	Negative	negative	0.377	1	23	25	2	
ParlaMint-IS_2022-02-07-34.seg23.10	ParlaMint-IS_2022-02-07-34.u16	s	English	Neutral	neutral negative	1.841	1	22	26	0	
ParlaMint-IS_2022-02-07-34.seg23.11	ParlaMint-IS_2022-02-07-34.u16	s	English	Neutral	neutral positive	2.829	1	17	18	0	
ParlaMint-IS_2022-02-07-34.seg23.12	ParlaMint-IS_2022-02-07-34.u16	s	English	Positive	mixed positive	4.289	1	16	19	0	
ParlaMint-IS_2022-02-07-34.u17	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	6	89	98	0	
ParlaMint-IS_2022-02-07-34.seg24.1	ParlaMint-IS_2022-02-07-34.u17	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg24.2	ParlaMint-IS_2022-02-07-34.u17	s	English	Neutral	neutral positive	3.497	1	42	44	0	
ParlaMint-IS_2022-02-07-34.seg24.3	ParlaMint-IS_2022-02-07-34.u17	s	English	Neutral	neutral positive	3.354	1	6	8	0	
ParlaMint-IS_2022-02-07-34.seg24.4	ParlaMint-IS_2022-02-07-34.u17	s	English	Neutral	neutral negative	1.715	1	15	16	0	
ParlaMint-IS_2022-02-07-34.seg24.5	ParlaMint-IS_2022-02-07-34.u17	s	English	Neutral	neutral negative	1.908	1	13	15	0	
ParlaMint-IS_2022-02-07-34.seg24.6	ParlaMint-IS_2022-02-07-34.u17	s	English	Neutral	neutral negative	2.434	1	10	11	0	
ParlaMint-IS_2022-02-07-34.u18	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	16	286	316	3	
ParlaMint-IS_2022-02-07-34.seg25.1	ParlaMint-IS_2022-02-07-34.u18	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg25.2	ParlaMint-IS_2022-02-07-34.u18	s	English	Neutral	neutral positive	3.009	1	12	13	0	
ParlaMint-IS_2022-02-07-34.seg25.3	ParlaMint-IS_2022-02-07-34.u18	s	English	Neutral	neutral positive	2.937	1	22	26	1	
ParlaMint-IS_2022-02-07-34.seg25.4	ParlaMint-IS_2022-02-07-34.u18	s	English	Neutral	neutral negative	2.426	1	10	12	0	
ParlaMint-IS_2022-02-07-34.seg25.5	ParlaMint-IS_2022-02-07-34.u18	s	English	Neutral	neutral positive	2.674	1	16	17	0	
ParlaMint-IS_2022-02-07-34.seg25.6	ParlaMint-IS_2022-02-07-34.u18	s	English	Negative	mixed negative	0.574	1	35	38	0	
ParlaMint-IS_2022-02-07-34.seg25.7	ParlaMint-IS_2022-02-07-34.u18	s	English	Neutral	neutral positive	2.714	1	6	7	0	
ParlaMint-IS_2022-02-07-34.seg26.1	ParlaMint-IS_2022-02-07-34.u18	s	English	Neutral	neutral positive	3.288	1	13	15	0	
ParlaMint-IS_2022-02-07-34.seg26.2	ParlaMint-IS_2022-02-07-34.u18	s	English	Negative	negative	0.451	1	21	22	0	
ParlaMint-IS_2022-02-07-34.seg26.3	ParlaMint-IS_2022-02-07-34.u18	s	English	Neutral	neutral positive	3.122	1	32	36	0	
ParlaMint-IS_2022-02-07-34.seg26.4	ParlaMint-IS_2022-02-07-34.u18	s	English	Negative	negative	0.104	1	42	43	1	
ParlaMint-IS_2022-02-07-34.seg26.5	ParlaMint-IS_2022-02-07-34.u18	s	English	Neutral	neutral positive	3.128	1	7	9	0	
ParlaMint-IS_2022-02-07-34.seg26.6	ParlaMint-IS_2022-02-07-34.u18	s	English	Neutral	neutral negative	2.189	1	33	36	1	
ParlaMint-IS_2022-02-07-34.seg26.7	ParlaMint-IS_2022-02-07-34.u18	s	English	Neutral	neutral positive	2.813	1	5	6	0	
ParlaMint-IS_2022-02-07-34.seg26.8	ParlaMint-IS_2022-02-07-34.u18	s	English	Negative	mixed negative	0.530	1	8	9	0	
ParlaMint-IS_2022-02-07-34.seg26.9	ParlaMint-IS_2022-02-07-34.u18	s	English	Negative	mixed negative	1.451	1	21	23	0	
ParlaMint-IS_2022-02-07-34.u19	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	12	327	369	1	
ParlaMint-IS_2022-02-07-34.seg27.1	ParlaMint-IS_2022-02-07-34.u19	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg27.2	ParlaMint-IS_2022-02-07-34.u19	s	English	Positive	mixed positive	4.382	1	21	24	0	
ParlaMint-IS_2022-02-07-34.seg27.3	ParlaMint-IS_2022-02-07-34.u19	s	English	Neutral	neutral positive	2.547	1	38	44	1	
ParlaMint-IS_2022-02-07-34.seg27.4	ParlaMint-IS_2022-02-07-34.u19	s	English	Neutral	neutral positive	3.137	1	28	33	0	
ParlaMint-IS_2022-02-07-34.seg27.5	ParlaMint-IS_2022-02-07-34.u19	s	English	Neutral	neutral positive	2.751	1	38	41	0	
ParlaMint-IS_2022-02-07-34.seg27.6	ParlaMint-IS_2022-02-07-34.u19	s	English	Negative	mixed negative	0.921	1	46	50	0	
ParlaMint-IS_2022-02-07-34.seg27.7	ParlaMint-IS_2022-02-07-34.u19	s	English	Neutral	neutral negative	1.991	1	16	19	0	
ParlaMint-IS_2022-02-07-34.seg27.8	ParlaMint-IS_2022-02-07-34.u19	s	English	Neutral	neutral positive	2.871	1	11	14	0	
ParlaMint-IS_2022-02-07-34.seg27.9	ParlaMint-IS_2022-02-07-34.u19	s	English	Neutral	neutral negative	1.830	1	16	19	0	
ParlaMint-IS_2022-02-07-34.seg27.10	ParlaMint-IS_2022-02-07-34.u19	s	English	Negative	mixed negative	1.132	1	25	28	0	
ParlaMint-IS_2022-02-07-34.seg27.11	ParlaMint-IS_2022-02-07-34.u19	s	English	Negative	negative	0.204	1	32	33	0	
ParlaMint-IS_2022-02-07-34.seg27.12	ParlaMint-IS_2022-02-07-34.u19	s	English	Neutral	neutral positive	3.237	1	53	60	0	
ParlaMint-IS_2022-02-07-34.u20	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	9	153	168	0	
ParlaMint-IS_2022-02-07-34.seg28.1	ParlaMint-IS_2022-02-07-34.u20	s	English	Positive	positive	4.645	1	11	13	0	
ParlaMint-IS_2022-02-07-34.seg28.2	ParlaMint-IS_2022-02-07-34.u20	s	English	Neutral	neutral positive	3.429	1	7	8	0	
ParlaMint-IS_2022-02-07-34.seg28.3	ParlaMint-IS_2022-02-07-34.u20	s	English	Neutral	neutral negative	1.878	1	18	19	0	
ParlaMint-IS_2022-02-07-34.seg28.4	ParlaMint-IS_2022-02-07-34.u20	s	English	Negative	negative	0.369	1	38	41	0	
ParlaMint-IS_2022-02-07-34.seg28.5	ParlaMint-IS_2022-02-07-34.u20	s	English	Neutral	neutral positive	2.551	1	40	43	0	
ParlaMint-IS_2022-02-07-34.seg28.6	ParlaMint-IS_2022-02-07-34.u20	s	English	Neutral	neutral positive	2.858	1	8	10	0	
ParlaMint-IS_2022-02-07-34.seg28.7	ParlaMint-IS_2022-02-07-34.u20	s	English	Neutral	neutral negative	2.274	1	2	3	0	
ParlaMint-IS_2022-02-07-34.seg28.8	ParlaMint-IS_2022-02-07-34.u20	s	English	Neutral	neutral negative	1.530	1	13	14	0	
ParlaMint-IS_2022-02-07-34.seg28.9	ParlaMint-IS_2022-02-07-34.u20	s	English	Positive	mixed positive	4.307	1	16	17	0	
ParlaMint-IS_2022-02-07-34.u21	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	7	161	176	2	
ParlaMint-IS_2022-02-07-34.seg29.1	ParlaMint-IS_2022-02-07-34.u21	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg29.2	ParlaMint-IS_2022-02-07-34.u21	s	English	Neutral	neutral positive	3.336	1	14	17	0	
ParlaMint-IS_2022-02-07-34.seg29.3	ParlaMint-IS_2022-02-07-34.u21	s	English	Positive	positive	4.585	1	21	22	0	
ParlaMint-IS_2022-02-07-34.seg29.4	ParlaMint-IS_2022-02-07-34.u21	s	English	Negative	mixed negative	0.946	1	43	47	1	
ParlaMint-IS_2022-02-07-34.seg29.5	ParlaMint-IS_2022-02-07-34.u21	s	English	Neutral	neutral positive	3.373	1	32	34	0	
ParlaMint-IS_2022-02-07-34.seg29.6	ParlaMint-IS_2022-02-07-34.u21	s	English	Positive	mixed positive	4.006	1	21	22	0	
ParlaMint-IS_2022-02-07-34.seg30.1	ParlaMint-IS_2022-02-07-34.u21	s	English	Positive	positive	4.604	1	27	30	1	
ParlaMint-IS_2022-02-07-34.u22	ParlaMint-IS-en_2022-02-07-34	u	English	-	-	-	11	277	315	1	
ParlaMint-IS_2022-02-07-34.seg31.1	ParlaMint-IS_2022-02-07-34.u22	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-02-07-34.seg31.2	ParlaMint-IS_2022-02-07-34.u22	s	English	Positive	mixed positive	4.037	1	25	29	0	
ParlaMint-IS_2022-02-07-34.seg31.3	ParlaMint-IS_2022-02-07-34.u22	s	English	Neutral	neutral positive	3.397	1	38	43	0	
ParlaMint-IS_2022-02-07-34.seg31.4	ParlaMint-IS_2022-02-07-34.u22	s	English	Positive	positive	4.777	1	42	45	1	
