ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IS_2022-04-29.seg10.3	ParlaMint-IS_2022-04-29.u7	s	English	Negative	negative	0.118	1	7	9	0	
ParlaMint-IS_2022-04-29.seg10.4	ParlaMint-IS_2022-04-29.u7	s	English	Negative	mixed negative	0.562	1	5	7	0	
ParlaMint-IS_2022-04-29.seg10.5	ParlaMint-IS_2022-04-29.u7	s	English	Negative	negative	0.169	1	20	22	0	
ParlaMint-IS_2022-04-29.seg10.6	ParlaMint-IS_2022-04-29.u7	s	English	Negative	mixed negative	0.536	1	5	6	0	
ParlaMint-IS_2022-04-29.seg10.7	ParlaMint-IS_2022-04-29.u7	s	English	Positive	mixed positive	4.101	1	4	5	0	
ParlaMint-IS_2022-04-29.seg10.8	ParlaMint-IS_2022-04-29.u7	s	English	Neutral	neutral positive	2.906	1	5	7	1	
ParlaMint-IS_2022-04-29.seg10.9	ParlaMint-IS_2022-04-29.u7	s	English	Negative	negative	0.341	1	5	6	0	
ParlaMint-IS_2022-04-29.seg10.10	ParlaMint-IS_2022-04-29.u7	s	English	Neutral	neutral negative	2.041	1	13	15	0	
ParlaMint-IS_2022-04-29.seg10.11	ParlaMint-IS_2022-04-29.u7	s	English	Neutral	neutral negative	2.376	1	19	21	0	
ParlaMint-IS_2022-04-29.seg10.12	ParlaMint-IS_2022-04-29.u7	s	English	Neutral	neutral positive	3.150	1	5	6	0	
ParlaMint-IS_2022-04-29.seg10.13	ParlaMint-IS_2022-04-29.u7	s	English	Neutral	neutral positive	2.546	1	13	14	0	
ParlaMint-IS_2022-04-29.seg10.14	ParlaMint-IS_2022-04-29.u7	s	English	Negative	negative	0.126	1	28	29	0	
ParlaMint-IS_2022-04-29.seg10.15	ParlaMint-IS_2022-04-29.u7	s	English	Neutral	neutral positive	2.940	1	5	6	0	
ParlaMint-IS_2022-04-29.seg10.16	ParlaMint-IS_2022-04-29.u7	s	English	Negative	mixed negative	0.600	1	5	6	0	
ParlaMint-IS_2022-04-29.u8	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	7	195	224	1	
ParlaMint-IS_2022-04-29.seg11.1	ParlaMint-IS_2022-04-29.u8	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg11.2	ParlaMint-IS_2022-04-29.u8	s	English	Negative	mixed negative	0.757	1	14	16	0	
ParlaMint-IS_2022-04-29.seg11.3	ParlaMint-IS_2022-04-29.u8	s	English	Negative	negative	0.493	1	16	17	0	
ParlaMint-IS_2022-04-29.seg11.4	ParlaMint-IS_2022-04-29.u8	s	English	Negative	negative	0.306	1	25	29	0	
ParlaMint-IS_2022-04-29.seg11.5	ParlaMint-IS_2022-04-29.u8	s	English	Positive	mixed positive	3.695	1	54	60	1	
ParlaMint-IS_2022-04-29.seg11.6	ParlaMint-IS_2022-04-29.u8	s	English	Positive	mixed positive	4.387	1	46	53	0	
ParlaMint-IS_2022-04-29.seg11.7	ParlaMint-IS_2022-04-29.u8	s	English	Negative	negative	0.179	1	37	45	0	
ParlaMint-IS_2022-04-29.u9	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	11	270	302	9	
ParlaMint-IS_2022-04-29.seg12.1	ParlaMint-IS_2022-04-29.u9	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg12.2	ParlaMint-IS_2022-04-29.u9	s	English	Negative	mixed negative	0.807	1	26	30	4	
ParlaMint-IS_2022-04-29.seg12.3	ParlaMint-IS_2022-04-29.u9	s	English	Negative	mixed negative	0.720	1	28	32	3	
ParlaMint-IS_2022-04-29.seg12.4	ParlaMint-IS_2022-04-29.u9	s	English	Negative	negative	0.142	1	53	56	1	
ParlaMint-IS_2022-04-29.seg12.5	ParlaMint-IS_2022-04-29.u9	s	English	Neutral	neutral positive	3.488	1	7	8	1	
ParlaMint-IS_2022-04-29.seg12.6	ParlaMint-IS_2022-04-29.u9	s	English	Negative	negative	0.178	1	69	75	0	
ParlaMint-IS_2022-04-29.seg12.7	ParlaMint-IS_2022-04-29.u9	s	English	Negative	negative	0.105	1	23	27	0	
ParlaMint-IS_2022-04-29.seg12.8	ParlaMint-IS_2022-04-29.u9	s	English	Negative	negative	0.313	1	12	14	0	
ParlaMint-IS_2022-04-29.seg12.9	ParlaMint-IS_2022-04-29.u9	s	English	Neutral	neutral positive	2.588	1	4	5	0	
ParlaMint-IS_2022-04-29.seg12.10	ParlaMint-IS_2022-04-29.u9	s	English	Negative	negative	0.289	1	16	18	0	
ParlaMint-IS_2022-04-29.seg12.11	ParlaMint-IS_2022-04-29.u9	s	English	Negative	mixed negative	0.789	1	29	33	0	
ParlaMint-IS_2022-04-29.u10	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	15	295	328	2	
ParlaMint-IS_2022-04-29.seg13.1	ParlaMint-IS_2022-04-29.u10	s	English	Neutral	neutral positive	3.366	1	2	3	0	
ParlaMint-IS_2022-04-29.seg13.2	ParlaMint-IS_2022-04-29.u10	s	English	Positive	positive	4.971	1	22	24	1	
ParlaMint-IS_2022-04-29.seg13.3	ParlaMint-IS_2022-04-29.u10	s	English	Positive	positive	4.590	1	18	19	0	
ParlaMint-IS_2022-04-29.seg13.4	ParlaMint-IS_2022-04-29.u10	s	English	Positive	positive	4.675	1	26	29	0	
ParlaMint-IS_2022-04-29.seg13.5	ParlaMint-IS_2022-04-29.u10	s	English	Neutral	neutral positive	3.282	1	13	14	0	
ParlaMint-IS_2022-04-29.seg13.6	ParlaMint-IS_2022-04-29.u10	s	English	Neutral	neutral negative	1.609	1	23	24	0	
ParlaMint-IS_2022-04-29.seg13.7	ParlaMint-IS_2022-04-29.u10	s	English	Positive	mixed positive	3.506	1	5	6	0	
ParlaMint-IS_2022-04-29.seg13.8	ParlaMint-IS_2022-04-29.u10	s	English	Neutral	neutral positive	2.975	1	6	7	0	
ParlaMint-IS_2022-04-29.seg13.9	ParlaMint-IS_2022-04-29.u10	s	English	Positive	mixed positive	4.386	1	11	12	0	
ParlaMint-IS_2022-04-29.seg13.10	ParlaMint-IS_2022-04-29.u10	s	English	Positive	positive	5.256	1	28	32	0	
ParlaMint-IS_2022-04-29.seg13.11	ParlaMint-IS_2022-04-29.u10	s	English	Neutral	neutral positive	3.273	1	47	53	0	
ParlaMint-IS_2022-04-29.seg14.1	ParlaMint-IS_2022-04-29.u10	s	English	Neutral	neutral negative	2.295	1	25	28	0	
ParlaMint-IS_2022-04-29.seg14.2	ParlaMint-IS_2022-04-29.u10	s	English	Positive	mixed positive	4.262	1	5	6	0	
ParlaMint-IS_2022-04-29.seg14.3	ParlaMint-IS_2022-04-29.u10	s	English	Neutral	neutral positive	2.660	1	48	53	1	
ParlaMint-IS_2022-04-29.seg14.4	ParlaMint-IS_2022-04-29.u10	s	English	Positive	mixed positive	4.264	1	16	18	0	
ParlaMint-IS_2022-04-29.u11	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	11	172	203	0	
ParlaMint-IS_2022-04-29.seg15.1	ParlaMint-IS_2022-04-29.u11	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg15.2	ParlaMint-IS_2022-04-29.u11	s	English	Positive	positive	4.686	1	8	10	0	
ParlaMint-IS_2022-04-29.seg15.3	ParlaMint-IS_2022-04-29.u11	s	English	Negative	mixed negative	0.643	1	51	62	0	
ParlaMint-IS_2022-04-29.seg15.4	ParlaMint-IS_2022-04-29.u11	s	English	Negative	negative	0.062	1	6	7	0	
ParlaMint-IS_2022-04-29.seg15.5	ParlaMint-IS_2022-04-29.u11	s	English	Negative	negative	0.081	1	5	6	0	
ParlaMint-IS_2022-04-29.seg15.6	ParlaMint-IS_2022-04-29.u11	s	English	Negative	negative	0.200	1	30	36	0	
ParlaMint-IS_2022-04-29.seg15.7	ParlaMint-IS_2022-04-29.u11	s	English	Negative	negative	0.445	1	21	25	0	
ParlaMint-IS_2022-04-29.seg15.8	ParlaMint-IS_2022-04-29.u11	s	English	Negative	negative	0.427	1	10	11	0	
ParlaMint-IS_2022-04-29.seg15.9	ParlaMint-IS_2022-04-29.u11	s	English	Negative	mixed negative	0.889	1	9	11	0	
ParlaMint-IS_2022-04-29.seg15.10	ParlaMint-IS_2022-04-29.u11	s	English	Negative	negative	0.115	1	22	23	0	
ParlaMint-IS_2022-04-29.seg15.11	ParlaMint-IS_2022-04-29.u11	s	English	Negative	mixed negative	0.510	1	7	8	0	
ParlaMint-IS_2022-04-29.u12	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	8	178	200	2	
ParlaMint-IS_2022-04-29.seg16.1	ParlaMint-IS_2022-04-29.u12	s	English	Neutral	neutral positive	3.366	1	2	3	0	
ParlaMint-IS_2022-04-29.seg16.2	ParlaMint-IS_2022-04-29.u12	s	English	Positive	mixed positive	4.155	1	6	8	0	
ParlaMint-IS_2022-04-29.seg16.3	ParlaMint-IS_2022-04-29.u12	s	English	Positive	positive	4.969	1	37	42	1	
ParlaMint-IS_2022-04-29.seg16.4	ParlaMint-IS_2022-04-29.u12	s	English	Positive	mixed positive	3.682	1	11	12	0	
ParlaMint-IS_2022-04-29.seg16.5	ParlaMint-IS_2022-04-29.u12	s	English	Positive	positive	4.783	1	23	25	0	
ParlaMint-IS_2022-04-29.seg16.6	ParlaMint-IS_2022-04-29.u12	s	English	Positive	positive	4.794	1	30	33	0	
ParlaMint-IS_2022-04-29.seg16.7	ParlaMint-IS_2022-04-29.u12	s	English	Positive	mixed positive	4.402	1	59	66	0	
ParlaMint-IS_2022-04-29.seg16.8	ParlaMint-IS_2022-04-29.u12	s	English	Positive	positive	4.503	1	10	11	1	
ParlaMint-IS_2022-04-29.u13	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	11	351	383	4	
ParlaMint-IS_2022-04-29.seg17.1	ParlaMint-IS_2022-04-29.u13	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-04-29.seg17.2	ParlaMint-IS_2022-04-29.u13	s	English	Negative	negative	0.381	1	33	37	2	
ParlaMint-IS_2022-04-29.seg17.3	ParlaMint-IS_2022-04-29.u13	s	English	Negative	negative	0.208	1	36	39	0	
ParlaMint-IS_2022-04-29.seg17.4	ParlaMint-IS_2022-04-29.u13	s	English	Negative	mixed negative	0.605	1	28	31	0	
ParlaMint-IS_2022-04-29.seg18.1	ParlaMint-IS_2022-04-29.u13	s	English	Neutral	neutral negative	2.300	1	77	82	0	
ParlaMint-IS_2022-04-29.seg18.2	ParlaMint-IS_2022-04-29.u13	s	English	Negative	negative	0.203	1	29	30	0	
ParlaMint-IS_2022-04-29.seg18.3	ParlaMint-IS_2022-04-29.u13	s	English	Neutral	neutral negative	2.173	1	8	10	0	
ParlaMint-IS_2022-04-29.seg18.4	ParlaMint-IS_2022-04-29.u13	s	English	Neutral	neutral negative	1.502	1	46	49	1	
ParlaMint-IS_2022-04-29.seg19.1	ParlaMint-IS_2022-04-29.u13	s	English	Negative	mixed negative	0.786	1	32	35	0	
ParlaMint-IS_2022-04-29.seg19.2	ParlaMint-IS_2022-04-29.u13	s	English	Neutral	neutral positive	2.654	1	6	7	0	
ParlaMint-IS_2022-04-29.seg19.3	ParlaMint-IS_2022-04-29.u13	s	English	Negative	negative	0.428	1	53	59	1	
ParlaMint-IS_2022-04-29.u14	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	17	300	342	3	
ParlaMint-IS_2022-04-29.seg20.1	ParlaMint-IS_2022-04-29.u14	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg20.2	ParlaMint-IS_2022-04-29.u14	s	English	Neutral	neutral positive	3.157	1	14	17	0	
ParlaMint-IS_2022-04-29.seg20.3	ParlaMint-IS_2022-04-29.u14	s	English	Negative	negative	0.230	1	23	26	0	
ParlaMint-IS_2022-04-29.seg20.4	ParlaMint-IS_2022-04-29.u14	s	English	Negative	negative	0.379	1	25	27	0	
ParlaMint-IS_2022-04-29.seg20.5	ParlaMint-IS_2022-04-29.u14	s	English	Negative	negative	0.194	1	45	51	1	
ParlaMint-IS_2022-04-29.seg20.6	ParlaMint-IS_2022-04-29.u14	s	English	Neutral	neutral positive	2.534	1	16	18	0	
ParlaMint-IS_2022-04-29.seg20.7	ParlaMint-IS_2022-04-29.u14	s	English	Positive	mixed positive	4.331	1	5	6	0	
ParlaMint-IS_2022-04-29.seg20.8	ParlaMint-IS_2022-04-29.u14	s	English	Positive	mixed positive	4.265	1	20	22	0	
ParlaMint-IS_2022-04-29.seg20.9	ParlaMint-IS_2022-04-29.u14	s	English	Neutral	neutral negative	2.433	1	13	14	0	
ParlaMint-IS_2022-04-29.seg20.10	ParlaMint-IS_2022-04-29.u14	s	English	Neutral	neutral positive	2.991	1	5	6	0	
ParlaMint-IS_2022-04-29.seg20.11	ParlaMint-IS_2022-04-29.u14	s	English	Positive	mixed positive	3.533	1	6	7	0	
ParlaMint-IS_2022-04-29.seg20.12	ParlaMint-IS_2022-04-29.u14	s	English	Negative	negative	0.169	1	53	61	1	
ParlaMint-IS_2022-04-29.seg20.13	ParlaMint-IS_2022-04-29.u14	s	English	Negative	mixed negative	0.707	1	20	22	0	
ParlaMint-IS_2022-04-29.seg20.14	ParlaMint-IS_2022-04-29.u14	s	English	Neutral	neutral negative	2.386	1	12	14	0	
ParlaMint-IS_2022-04-29.seg20.15	ParlaMint-IS_2022-04-29.u14	s	English	Negative	negative	0.439	1	33	38	1	
ParlaMint-IS_2022-04-29.seg20.16	ParlaMint-IS_2022-04-29.u14	s	English	Negative	mixed negative	1.166	1	4	5	0	
ParlaMint-IS_2022-04-29.seg20.17	ParlaMint-IS_2022-04-29.u14	s	English	Neutral	neutral positive	3.448	1	3	4	0	
ParlaMint-IS_2022-04-29.u15	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	6	199	225	4	
ParlaMint-IS_2022-04-29.seg21.1	ParlaMint-IS_2022-04-29.u15	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg21.2	ParlaMint-IS_2022-04-29.u15	s	English	Negative	negative	0.193	1	16	18	0	
ParlaMint-IS_2022-04-29.seg21.3	ParlaMint-IS_2022-04-29.u15	s	English	Negative	mixed negative	1.112	1	93	101	0	
ParlaMint-IS_2022-04-29.seg22.1	ParlaMint-IS_2022-04-29.u15	s	English	Negative	negative	0.337	1	25	31	1	
ParlaMint-IS_2022-04-29.seg22.2	ParlaMint-IS_2022-04-29.u15	s	English	Neutral	neutral negative	2.122	1	37	44	1	
ParlaMint-IS_2022-04-29.seg22.3	ParlaMint-IS_2022-04-29.u15	s	English	Neutral	neutral positive	3.066	1	25	27	2	
ParlaMint-IS_2022-04-29.u16	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	12	168	189	3	
ParlaMint-IS_2022-04-29.seg23.1	ParlaMint-IS_2022-04-29.u16	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg23.2	ParlaMint-IS_2022-04-29.u16	s	English	Neutral	neutral negative	1.877	1	21	23	1	
ParlaMint-IS_2022-04-29.seg23.3	ParlaMint-IS_2022-04-29.u16	s	English	Negative	mixed negative	0.623	1	14	15	0	
ParlaMint-IS_2022-04-29.seg23.4	ParlaMint-IS_2022-04-29.u16	s	English	Negative	negative	0.342	1	9	10	0	
ParlaMint-IS_2022-04-29.seg23.5	ParlaMint-IS_2022-04-29.u16	s	English	Neutral	neutral positive	3.159	1	8	10	0	
ParlaMint-IS_2022-04-29.seg23.6	ParlaMint-IS_2022-04-29.u16	s	English	Negative	mixed negative	1.411	1	9	10	0	
ParlaMint-IS_2022-04-29.seg23.7	ParlaMint-IS_2022-04-29.u16	s	English	Negative	negative	0.086	1	17	23	0	
ParlaMint-IS_2022-04-29.seg23.8	ParlaMint-IS_2022-04-29.u16	s	English	Negative	negative	0.288	1	18	19	0	
ParlaMint-IS_2022-04-29.seg23.9	ParlaMint-IS_2022-04-29.u16	s	English	Positive	positive	4.579	1	4	5	1	
ParlaMint-IS_2022-04-29.seg23.10	ParlaMint-IS_2022-04-29.u16	s	English	Positive	positive	4.599	1	14	16	0	
ParlaMint-IS_2022-04-29.seg23.11	ParlaMint-IS_2022-04-29.u16	s	English	Negative	negative	0.046	1	27	29	1	
ParlaMint-IS_2022-04-29.seg23.12	ParlaMint-IS_2022-04-29.u16	s	English	Positive	mixed positive	3.790	1	24	25	0	
ParlaMint-IS_2022-04-29.u17	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	11	253	284	2	
ParlaMint-IS_2022-04-29.seg24.1	ParlaMint-IS_2022-04-29.u17	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-04-29.seg24.2	ParlaMint-IS_2022-04-29.u17	s	English	Negative	negative	0.407	1	32	35	1	
ParlaMint-IS_2022-04-29.seg24.3	ParlaMint-IS_2022-04-29.u17	s	English	Negative	mixed negative	0.835	1	51	59	0	
ParlaMint-IS_2022-04-29.seg25.1	ParlaMint-IS_2022-04-29.u17	s	English	Neutral	neutral positive	3.365	1	14	15	0	
ParlaMint-IS_2022-04-29.seg25.2	ParlaMint-IS_2022-04-29.u17	s	English	Neutral	neutral positive	2.745	1	35	38	0	
ParlaMint-IS_2022-04-29.seg25.3	ParlaMint-IS_2022-04-29.u17	s	English	Neutral	neutral negative	1.751	1	14	15	0	
ParlaMint-IS_2022-04-29.seg26.1	ParlaMint-IS_2022-04-29.u17	s	English	Negative	negative	0.478	1	31	37	0	
ParlaMint-IS_2022-04-29.seg27.1	ParlaMint-IS_2022-04-29.u17	s	English	Neutral	neutral negative	1.607	1	37	39	1	
ParlaMint-IS_2022-04-29.seg27.2	ParlaMint-IS_2022-04-29.u17	s	English	Negative	mixed negative	0.823	1	15	17	0	
ParlaMint-IS_2022-04-29.seg27.3	ParlaMint-IS_2022-04-29.u17	s	English	Negative	mixed negative	0.633	1	11	12	0	
ParlaMint-IS_2022-04-29.seg27.4	ParlaMint-IS_2022-04-29.u17	s	English	Negative	negative	0.217	1	10	13	0	
ParlaMint-IS_2022-04-29.u18	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	12	182	207	1	
ParlaMint-IS_2022-04-29.seg28.1	ParlaMint-IS_2022-04-29.u18	s	English	Positive	mixed positive	3.689	1	3	4	0	
ParlaMint-IS_2022-04-29.seg28.2	ParlaMint-IS_2022-04-29.u18	s	English	Negative	mixed negative	1.496	1	36	42	0	
ParlaMint-IS_2022-04-29.seg28.3	ParlaMint-IS_2022-04-29.u18	s	English	Neutral	neutral positive	3.130	1	4	5	0	
ParlaMint-IS_2022-04-29.seg28.4	ParlaMint-IS_2022-04-29.u18	s	English	Negative	negative	0.231	1	41	45	0	
ParlaMint-IS_2022-04-29.seg28.5	ParlaMint-IS_2022-04-29.u18	s	English	Negative	mixed negative	0.823	1	26	28	1	
ParlaMint-IS_2022-04-29.seg28.6	ParlaMint-IS_2022-04-29.u18	s	English	Negative	negative	0.480	1	26	29	0	
ParlaMint-IS_2022-04-29.seg28.7	ParlaMint-IS_2022-04-29.u18	s	English	Neutral	neutral negative	2.402	1	3	4	0	
ParlaMint-IS_2022-04-29.seg28.8	ParlaMint-IS_2022-04-29.u18	s	English	Negative	negative	0.285	1	10	11	0	
ParlaMint-IS_2022-04-29.seg28.9	ParlaMint-IS_2022-04-29.u18	s	English	Negative	mixed negative	0.958	1	12	14	0	
ParlaMint-IS_2022-04-29.seg28.10	ParlaMint-IS_2022-04-29.u18	s	English	Neutral	neutral negative	1.984	1	3	4	0	
ParlaMint-IS_2022-04-29.seg28.11	ParlaMint-IS_2022-04-29.u18	s	English	Positive	mixed positive	3.567	1	5	6	0	
ParlaMint-IS_2022-04-29.seg28.12	ParlaMint-IS_2022-04-29.u18	s	English	Positive	mixed positive	4.312	1	13	15	0	
ParlaMint-IS_2022-04-29.u19	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	1	16	17	0	
ParlaMint-IS_2022-04-29.seg29.1	ParlaMint-IS_2022-04-29.u19	s	English	Neutral	neutral positive	2.988	1	16	17	0	
ParlaMint-IS_2022-04-29.u20	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	10	193	214	0	
ParlaMint-IS_2022-04-29.seg30.1	ParlaMint-IS_2022-04-29.u20	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg30.2	ParlaMint-IS_2022-04-29.u20	s	English	Negative	negative	0.369	1	27	29	0	
ParlaMint-IS_2022-04-29.seg30.3	ParlaMint-IS_2022-04-29.u20	s	English	Neutral	neutral positive	3.095	1	7	8	0	
ParlaMint-IS_2022-04-29.seg30.4	ParlaMint-IS_2022-04-29.u20	s	English	Negative	mixed negative	1.110	1	35	38	0	
ParlaMint-IS_2022-04-29.seg31.1	ParlaMint-IS_2022-04-29.u20	s	English	Neutral	neutral positive	2.963	1	5	6	0	
ParlaMint-IS_2022-04-29.seg31.2	ParlaMint-IS_2022-04-29.u20	s	English	Negative	negative	0.140	1	32	33	0	
ParlaMint-IS_2022-04-29.seg31.3	ParlaMint-IS_2022-04-29.u20	s	English	Negative	negative	0.427	1	28	30	0	
ParlaMint-IS_2022-04-29.seg31.4	ParlaMint-IS_2022-04-29.u20	s	English	Neutral	neutral negative	2.186	1	19	23	0	
ParlaMint-IS_2022-04-29.seg31.5	ParlaMint-IS_2022-04-29.u20	s	English	Negative	mixed negative	0.518	1	8	10	0	
ParlaMint-IS_2022-04-29.seg31.6	ParlaMint-IS_2022-04-29.u20	s	English	Negative	mixed negative	1.084	1	29	33	0	
ParlaMint-IS_2022-04-29.u21	ParlaMint-IS-en_2022-04-29	u	English	-	-	-	10	171	197	0	
ParlaMint-IS_2022-04-29.seg32.1	ParlaMint-IS_2022-04-29.u21	s	English	Positive	mixed positive	3.977	1	3	4	0	
ParlaMint-IS_2022-04-29.seg32.2	ParlaMint-IS_2022-04-29.u21	s	English	Neutral	neutral positive	3.460	1	12	13	0	
ParlaMint-IS_2022-04-29.seg32.3	ParlaMint-IS_2022-04-29.u21	s	English	Positive	positive	4.871	1	32	34	0	
