ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-DK_20220510130714.seg11.2	ParlaMint-DK_20220510130714	s	English	Neutral	neutral negative	1.598	1	10	11	0	
ParlaMint-DK_20220510130714.seg11.3	ParlaMint-DK_20220510130714	s	English	Neutral	neutral positive	3.102	1	7	8	0	
ParlaMint-DK_20220510130722	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	1	8	10	2	
ParlaMint-DK_20220510130722.seg12.1	ParlaMint-DK_20220510130722	s	English	Neutral	neutral negative	2.437	1	8	10	2	
ParlaMint-DK_20220510130724	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	8	150	165	3	
ParlaMint-DK_20220510130724.seg13.1	ParlaMint-DK_20220510130724	s	English	Negative	negative	0.418	1	19	20	0	
ParlaMint-DK_20220510130724.seg13.2	ParlaMint-DK_20220510130724	s	English	Neutral	neutral positive	3.211	1	36	42	0	
ParlaMint-DK_20220510130724.seg13.3	ParlaMint-DK_20220510130724	s	English	Negative	negative	0.231	1	33	36	2	
ParlaMint-DK_20220510130724.seg13.4	ParlaMint-DK_20220510130724	s	English	Neutral	neutral positive	3.254	1	8	9	0	
ParlaMint-DK_20220510130724.seg13.5	ParlaMint-DK_20220510130724	s	English	Neutral	neutral negative	1.858	1	19	20	0	
ParlaMint-DK_20220510130724.seg13.6	ParlaMint-DK_20220510130724	s	English	Neutral	neutral positive	2.808	1	5	6	0	
ParlaMint-DK_20220510130724.seg13.7	ParlaMint-DK_20220510130724	s	English	Negative	negative	0.197	1	14	15	0	
ParlaMint-DK_20220510130724.seg13.8	ParlaMint-DK_20220510130724	s	English	Negative	negative	0.478	1	16	17	1	
ParlaMint-DK_20220510130813	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	1	3	4	0	
ParlaMint-DK_20220510130813.seg14.1	ParlaMint-DK_20220510130813	s	English	Neutral	neutral positive	3.330	1	3	4	0	
ParlaMint-DK_20220510130815	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	2	52	58	1	
ParlaMint-DK_20220510130815.seg15.1	ParlaMint-DK_20220510130815	s	English	Negative	mixed negative	0.567	1	10	11	0	
ParlaMint-DK_20220510130815.seg15.2	ParlaMint-DK_20220510130815	s	English	Neutral	neutral negative	1.644	1	42	47	1	
ParlaMint-DK_20220510130835	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	3	18	23	2	
ParlaMint-DK_20220510130835.seg16.1	ParlaMint-DK_20220510130835	s	English	Positive	mixed positive	4.234	1	2	3	0	
ParlaMint-DK_20220510130835.seg16.2	ParlaMint-DK_20220510130835	s	English	Neutral	neutral positive	3.286	1	4	5	0	
ParlaMint-DK_20220510130835.seg16.3	ParlaMint-DK_20220510130835	s	English	Neutral	neutral positive	3.437	1	12	15	2	
ParlaMint-DK_20220510130847	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	19	420	478	11	
ParlaMint-DK_20220510130847.seg17.1	ParlaMint-DK_20220510130847	s	English	Positive	mixed positive	3.613	1	2	3	0	
ParlaMint-DK_20220510130847.seg17.2	ParlaMint-DK_20220510130847	s	English	Positive	mixed positive	4.264	1	14	17	1	
ParlaMint-DK_20220510130847.seg17.3	ParlaMint-DK_20220510130847	s	English	Positive	positive	4.857	1	19	21	1	
ParlaMint-DK_20220510130847.seg17.4	ParlaMint-DK_20220510130847	s	English	Positive	positive	5.080	1	34	40	0	
ParlaMint-DK_20220510130847.seg17.5	ParlaMint-DK_20220510130847	s	English	Positive	positive	5.254	1	45	48	4	
ParlaMint-DK_20220510130847.seg17.6	ParlaMint-DK_20220510130847	s	English	Positive	positive	5.582	1	7	8	0	
ParlaMint-DK_20220510130847.seg17.7	ParlaMint-DK_20220510130847	s	English	Neutral	neutral positive	3.104	1	30	34	0	
ParlaMint-DK_20220510130847.seg17.8	ParlaMint-DK_20220510130847	s	English	Negative	negative	0.248	1	15	16	0	
ParlaMint-DK_20220510130847.seg17.9	ParlaMint-DK_20220510130847	s	English	Neutral	neutral positive	3.135	1	14	16	0	
ParlaMint-DK_20220510130847.seg17.10	ParlaMint-DK_20220510130847	s	English	Negative	negative	0.127	1	31	35	0	
ParlaMint-DK_20220510130847.seg17.11	ParlaMint-DK_20220510130847	s	English	Negative	negative	0.063	1	17	18	1	
ParlaMint-DK_20220510130847.seg17.12	ParlaMint-DK_20220510130847	s	English	Neutral	neutral positive	3.367	1	6	7	0	
ParlaMint-DK_20220510130847.seg17.13	ParlaMint-DK_20220510130847	s	English	Negative	negative	0.019	1	9	11	0	
ParlaMint-DK_20220510130847.seg17.14	ParlaMint-DK_20220510130847	s	English	Negative	negative	0.434	1	34	40	3	
ParlaMint-DK_20220510130847.seg17.15	ParlaMint-DK_20220510130847	s	English	Negative	negative	0.203	1	27	33	0	
ParlaMint-DK_20220510130847.seg17.16	ParlaMint-DK_20220510130847	s	English	Negative	negative	0.157	1	33	36	0	
ParlaMint-DK_20220510130847.seg17.17	ParlaMint-DK_20220510130847	s	English	Negative	negative	0.207	1	9	11	0	
ParlaMint-DK_20220510130847.seg17.18	ParlaMint-DK_20220510130847	s	English	Negative	negative	0.064	1	33	40	0	
ParlaMint-DK_20220510130847.seg17.19	ParlaMint-DK_20220510130847	s	English	Negative	negative	0.221	1	41	44	1	
ParlaMint-DK_20220510131057	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	1	3	5	0	
ParlaMint-DK_20220510131057.seg18.1	ParlaMint-DK_20220510131057	s	English	Positive	mixed positive	3.522	1	3	5	0	
ParlaMint-DK_20220510131059	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	5	287	319	0	
ParlaMint-DK_20220510131059.seg19.1	ParlaMint-DK_20220510131059	s	English	Neutral	neutral positive	3.215	1	26	29	0	
ParlaMint-DK_20220510131059.seg19.2	ParlaMint-DK_20220510131059	s	English	Negative	mixed negative	1.413	1	76	83	0	
ParlaMint-DK_20220510131059.seg19.3	ParlaMint-DK_20220510131059	s	English	Negative	mixed negative	1.331	1	51	53	0	
ParlaMint-DK_20220510131059.seg19.4	ParlaMint-DK_20220510131059	s	English	Neutral	neutral negative	2.351	1	101	117	0	
ParlaMint-DK_20220510131059.seg19.5	ParlaMint-DK_20220510131059	s	English	Positive	mixed positive	3.958	1	33	37	0	
ParlaMint-DK_20220510131227	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	1	4	5	1	
ParlaMint-DK_20220510131227.seg20.1	ParlaMint-DK_20220510131227	s	English	Positive	mixed positive	3.566	1	4	5	1	
ParlaMint-DK_20220510131228	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	7	212	230	1	
ParlaMint-DK_20220510131228.seg21.1	ParlaMint-DK_20220510131228	s	English	Neutral	neutral negative	2.267	1	11	13	0	
ParlaMint-DK_20220510131228.seg21.2	ParlaMint-DK_20220510131228	s	English	Negative	mixed negative	0.743	1	69	75	0	
ParlaMint-DK_20220510131228.seg21.3	ParlaMint-DK_20220510131228	s	English	Negative	mixed negative	1.051	1	17	19	0	
ParlaMint-DK_20220510131228.seg21.4	ParlaMint-DK_20220510131228	s	English	Negative	negative	0.242	1	26	27	0	
ParlaMint-DK_20220510131228.seg21.5	ParlaMint-DK_20220510131228	s	English	Negative	negative	0.312	1	14	16	0	
ParlaMint-DK_20220510131228.seg21.6	ParlaMint-DK_20220510131228	s	English	Neutral	neutral negative	1.535	1	40	43	1	
ParlaMint-DK_20220510131228.seg21.7	ParlaMint-DK_20220510131228	s	English	Neutral	neutral positive	2.925	1	35	37	0	
ParlaMint-DK_20220510131330	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	1	3	4	0	
ParlaMint-DK_20220510131330.seg22.1	ParlaMint-DK_20220510131330	s	English	Neutral	neutral positive	3.330	1	3	4	0	
ParlaMint-DK_20220510131332	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	6	201	225	1	
ParlaMint-DK_20220510131332.seg23.1	ParlaMint-DK_20220510131332	s	English	Neutral	neutral positive	2.833	1	22	26	0	
ParlaMint-DK_20220510131332.seg23.2	ParlaMint-DK_20220510131332	s	English	Neutral	neutral positive	3.033	1	77	88	0	
ParlaMint-DK_20220510131332.seg23.3	ParlaMint-DK_20220510131332	s	English	Neutral	neutral positive	3.280	1	15	17	1	
ParlaMint-DK_20220510131332.seg23.4	ParlaMint-DK_20220510131332	s	English	Positive	mixed positive	3.707	1	50	54	0	
ParlaMint-DK_20220510131332.seg23.5	ParlaMint-DK_20220510131332	s	English	Negative	negative	0.293	1	17	18	0	
ParlaMint-DK_20220510131332.seg23.6	ParlaMint-DK_20220510131332	s	English	Neutral	neutral negative	2.279	1	20	22	0	
ParlaMint-DK_20220510131438	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	2	11	13	1	
ParlaMint-DK_20220510131438.seg24.1	ParlaMint-DK_20220510131438	s	English	Neutral	neutral positive	3.288	1	8	9	1	
ParlaMint-DK_20220510131438.seg24.2	ParlaMint-DK_20220510131438	s	English	Positive	mixed positive	3.960	1	3	4	0	
ParlaMint-DK_20220510131441	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	6	235	255	3	
ParlaMint-DK_20220510131441.seg25.1	ParlaMint-DK_20220510131441	s	English	Positive	mixed positive	4.222	1	44	48	1	
ParlaMint-DK_20220510131441.seg25.2	ParlaMint-DK_20220510131441	s	English	Negative	mixed negative	0.601	1	25	27	0	
ParlaMint-DK_20220510131441.seg25.3	ParlaMint-DK_20220510131441	s	English	Neutral	neutral positive	2.977	1	47	53	0	
ParlaMint-DK_20220510131441.seg25.4	ParlaMint-DK_20220510131441	s	English	Neutral	neutral positive	3.272	1	13	14	0	
ParlaMint-DK_20220510131441.seg25.5	ParlaMint-DK_20220510131441	s	English	Negative	negative	0.099	1	62	66	1	
ParlaMint-DK_20220510131441.seg25.6	ParlaMint-DK_20220510131441	s	English	Neutral	neutral negative	2.474	1	44	47	1	
ParlaMint-DK_20220510131539	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	1	3	4	0	
ParlaMint-DK_20220510131539.seg26.1	ParlaMint-DK_20220510131539	s	English	Neutral	neutral positive	3.330	1	3	4	0	
ParlaMint-DK_20220510131540	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	7	226	257	3	
ParlaMint-DK_20220510131540.seg27.1	ParlaMint-DK_20220510131540	s	English	Positive	mixed positive	4.293	1	20	22	0	
ParlaMint-DK_20220510131540.seg27.2	ParlaMint-DK_20220510131540	s	English	Neutral	neutral negative	2.206	1	42	48	0	
ParlaMint-DK_20220510131540.seg27.3	ParlaMint-DK_20220510131540	s	English	Positive	mixed positive	4.302	1	24	28	1	
ParlaMint-DK_20220510131540.seg27.4	ParlaMint-DK_20220510131540	s	English	Negative	mixed negative	1.381	1	41	46	0	
ParlaMint-DK_20220510131540.seg27.5	ParlaMint-DK_20220510131540	s	English	Negative	negative	0.494	1	23	27	0	
ParlaMint-DK_20220510131540.seg27.6	ParlaMint-DK_20220510131540	s	English	Positive	mixed positive	3.898	1	59	65	2	
ParlaMint-DK_20220510131540.seg27.7	ParlaMint-DK_20220510131540	s	English	Neutral	neutral positive	3.248	1	17	21	0	
ParlaMint-DK_20220510131649	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	3	22	26	3	
ParlaMint-DK_20220510131649.seg28.1	ParlaMint-DK_20220510131649	s	English	Positive	mixed positive	3.840	1	7	8	1	
ParlaMint-DK_20220510131649.seg28.2	ParlaMint-DK_20220510131649	s	English	Neutral	neutral positive	3.286	1	4	5	0	
ParlaMint-DK_20220510131649.seg28.3	ParlaMint-DK_20220510131649	s	English	Neutral	neutral positive	3.091	1	11	13	2	
ParlaMint-DK_20220510131658	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	8	232	254	2	
ParlaMint-DK_20220510131658.seg29.1	ParlaMint-DK_20220510131658	s	English	Positive	mixed positive	3.613	1	2	3	0	
ParlaMint-DK_20220510131658.seg29.2	ParlaMint-DK_20220510131658	s	English	Negative	mixed negative	0.612	1	29	32	0	
ParlaMint-DK_20220510131658.seg29.3	ParlaMint-DK_20220510131658	s	English	Positive	positive	4.930	1	26	29	0	
ParlaMint-DK_20220510131658.seg29.4	ParlaMint-DK_20220510131658	s	English	Negative	negative	0.186	1	17	18	0	
ParlaMint-DK_20220510131658.seg29.5	ParlaMint-DK_20220510131658	s	English	Negative	negative	0.214	1	22	24	0	
ParlaMint-DK_20220510131658.seg29.6	ParlaMint-DK_20220510131658	s	English	Negative	negative	0.160	1	39	44	0	
ParlaMint-DK_20220510131658.seg29.7	ParlaMint-DK_20220510131658	s	English	Negative	negative	0.280	1	47	52	1	
ParlaMint-DK_20220510131658.seg29.8	ParlaMint-DK_20220510131658	s	English	Negative	negative	0.337	1	50	52	1	
ParlaMint-DK_20220510131829	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	1	3	4	0	
ParlaMint-DK_20220510131829.seg30.1	ParlaMint-DK_20220510131829	s	English	Neutral	neutral positive	3.330	1	3	4	0	
ParlaMint-DK_20220510131830	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	10	338	383	3	
ParlaMint-DK_20220510131830.seg31.1	ParlaMint-DK_20220510131830	s	English	Neutral	neutral positive	3.046	1	10	12	0	
ParlaMint-DK_20220510131830.seg31.2	ParlaMint-DK_20220510131830	s	English	Neutral	neutral positive	2.509	1	66	76	1	
ParlaMint-DK_20220510131830.seg31.3	ParlaMint-DK_20220510131830	s	English	Negative	negative	0.185	1	36	43	1	
ParlaMint-DK_20220510131830.seg31.4	ParlaMint-DK_20220510131830	s	English	Positive	mixed positive	4.062	1	27	29	0	
ParlaMint-DK_20220510131830.seg31.5	ParlaMint-DK_20220510131830	s	English	Negative	mixed negative	0.937	1	44	51	0	
ParlaMint-DK_20220510131830.seg31.6	ParlaMint-DK_20220510131830	s	English	Negative	negative	0.124	1	26	29	1	
ParlaMint-DK_20220510131830.seg31.7	ParlaMint-DK_20220510131830	s	English	Negative	mixed negative	0.641	1	22	25	0	
ParlaMint-DK_20220510131830.seg31.8	ParlaMint-DK_20220510131830	s	English	Negative	mixed negative	0.843	1	43	50	0	
ParlaMint-DK_20220510131830.seg31.9	ParlaMint-DK_20220510131830	s	English	Negative	negative	0.219	1	40	42	0	
ParlaMint-DK_20220510131830.seg31.10	ParlaMint-DK_20220510131830	s	English	Neutral	neutral positive	2.633	1	24	26	0	
ParlaMint-DK_20220510132017	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	1	4	6	1	
ParlaMint-DK_20220510132017.seg32.1	ParlaMint-DK_20220510132017	s	English	Neutral	neutral positive	3.481	1	4	6	1	
ParlaMint-DK_20220510132019	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	10	221	243	3	
ParlaMint-DK_20220510132019.seg33.1	ParlaMint-DK_20220510132019	s	English	Positive	positive	5.072	1	23	25	1	
ParlaMint-DK_20220510132019.seg33.2	ParlaMint-DK_20220510132019	s	English	Negative	negative	0.160	1	10	11	0	
ParlaMint-DK_20220510132019.seg33.3	ParlaMint-DK_20220510132019	s	English	Neutral	neutral negative	2.290	1	5	6	0	
ParlaMint-DK_20220510132019.seg33.4	ParlaMint-DK_20220510132019	s	English	Positive	mixed positive	3.835	1	8	9	0	
ParlaMint-DK_20220510132019.seg33.5	ParlaMint-DK_20220510132019	s	English	Negative	mixed negative	0.619	1	22	23	0	
ParlaMint-DK_20220510132019.seg33.6	ParlaMint-DK_20220510132019	s	English	Negative	negative	0.391	1	18	19	0	
ParlaMint-DK_20220510132019.seg33.7	ParlaMint-DK_20220510132019	s	English	Neutral	neutral positive	3.019	1	6	7	0	
ParlaMint-DK_20220510132019.seg33.8	ParlaMint-DK_20220510132019	s	English	Negative	negative	0.281	1	20	23	0	
ParlaMint-DK_20220510132019.seg33.9	ParlaMint-DK_20220510132019	s	English	Negative	mixed negative	1.332	1	74	82	2	
ParlaMint-DK_20220510132019.seg33.10	ParlaMint-DK_20220510132019	s	English	Neutral	neutral positive	3.297	1	35	38	0	
ParlaMint-DK_20220510132132	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	2	29	32	0	
ParlaMint-DK_20220510132132.seg34.1	ParlaMint-DK_20220510132132	s	English	Negative	negative	0.194	1	26	27	0	
ParlaMint-DK_20220510132132.seg34.2	ParlaMint-DK_20220510132132	s	English	Positive	mixed positive	3.522	1	3	5	0	
ParlaMint-DK_20220510132139	ParlaMint-DK-en_2022-05-10-20211-M106	u	English	-	-	-	9	233	255	4	
