ID	Parent_ID	Element	Language	Senti_3	Senti_6	Senti_n	Sents	Words	Tokens	Names	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg19.3	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Positive	mixed positive	3.651	1	21	24	2	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg20.1	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.097	1	9	11	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg20.2	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	mixed negative	0.508	1	55	61	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg20.3	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Positive	mixed positive	4.433	1	77	88	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg20.4	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	mixed negative	0.811	1	57	64	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg20.5	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.134	1	50	55	3	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg20.6	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Neutral	neutral negative	2.330	1	8	9	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg21.1	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.282	1	46	49	2	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg21.2	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Neutral	neutral positive	3.023	1	26	30	2	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg21.3	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.052	1	27	30	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg21.4	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.123	1	70	80	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg21.5	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.430	1	22	28	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg21.6	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.292	1	50	54	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg21.7	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Positive	mixed positive	4.360	1	20	22	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.1	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Neutral	neutral negative	2.182	1	6	7	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.2	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.363	1	49	52	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.3	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.491	1	55	63	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.4	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.039	1	38	39	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.5	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.237	1	20	24	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.6	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.160	1	40	43	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.7	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Neutral	neutral negative	1.680	1	5	6	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.8	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.469	1	44	47	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.9	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Neutral	neutral positive	2.648	1	36	41	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.10	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.164	1	82	89	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.11	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	mixed negative	0.716	1	25	27	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.12	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.014	1	14	15	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.13	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.144	1	67	72	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.14	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.126	1	57	63	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.15	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.119	1	39	45	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.16	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.172	1	27	31	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.17	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.400	1	84	93	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.18	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.029	1	11	12	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.19	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.040	1	33	35	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.20	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.219	1	20	23	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.21	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.213	1	22	24	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.22	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Neutral	neutral negative	2.280	1	5	6	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.23	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Negative	negative	0.095	1	12	15	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg22.24	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u11	s	English	Positive	positive	5.002	1	36	43	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u12	ParlaMint-IT-en_2022-06-15-LEG18-Senato-sed-440	u	English	-	-	-	2	13	15	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg23.1	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u12	s	English	Neutral	neutral positive	2.802	1	6	7	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg23.2	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u12	s	English	Neutral	neutral positive	2.705	1	7	8	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	ParlaMint-IT-en_2022-06-15-LEG18-Senato-sed-440	u	English	-	-	-	47	1142	1334	33	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg24.1	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Neutral	neutral positive	2.668	1	28	33	2	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg24.2	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.154	1	17	18	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg24.3	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	mixed negative	1.380	1	36	46	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg24.4	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Neutral	neutral negative	2.164	1	17	21	2	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg24.5	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	mixed negative	0.562	1	20	26	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg24.6	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.313	1	18	21	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.1	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.232	1	55	67	7	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.2	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Neutral	neutral positive	2.559	1	12	14	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.3	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.048	1	32	35	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.4	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.258	1	59	68	4	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.5	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.355	1	26	27	3	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.6	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	mixed negative	0.967	1	13	16	2	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.7	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.233	1	20	22	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.8	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.290	1	7	9	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.9	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.163	1	49	59	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.10	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Neutral	neutral positive	3.288	1	5	6	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.11	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.106	1	21	25	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.12	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Positive	mixed positive	4.125	1	13	16	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.13	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.325	1	20	27	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.14	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.352	1	22	25	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.15	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	mixed negative	0.735	1	10	13	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.16	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.427	1	36	38	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.17	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.087	1	13	16	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.18	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.445	1	8	11	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.19	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.403	1	14	18	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.20	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.176	1	37	43	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.21	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.432	1	6	7	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.22	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Neutral	neutral negative	1.695	1	36	41	4	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.23	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Neutral	neutral negative	1.949	1	32	37	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.24	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Neutral	neutral positive	2.916	1	15	20	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.25	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	mixed negative	1.068	1	27	31	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.26	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Neutral	neutral positive	2.553	1	14	19	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.27	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Neutral	neutral negative	2.199	1	26	32	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.28	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.031	1	46	54	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.29	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.097	1	23	24	1	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.30	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.146	1	18	22	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.31	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Positive	mixed positive	3.790	1	50	56	0	
ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.seg25.32	ParlaMint-IT_2022-06-15-LEG18-Senato-sed-440.ana.u13	s	English	Negative	negative	0.072	1	23	25	0	
